step_index,timestamp_perf_counter,execution_time_s,raw_action,applied_delta,executed_delta,target_position,actual_move,retries,raw_action_norm,applied_delta_norm,executed_action_norm,action_delta_norm,done,success,use_action_smoothing,smooth_alpha,max_action_abs,clipped_delta,smoothed_delta,raw_delta_norm,clipped_delta_norm,smoothed_delta_norm,smoothing_delta_norm,step_delta_norm
20,1633.226124783,0.00027818200010187866,"[7.731518702689972e-05, -0.00041064812204636325, -0.0013609799868792433, 0.0, 0.0, 0.0, 0.0]","[7.628342842642223e-05, -0.0004745471373536793, -0.0018819533848217383]","[7.628342842642223e-05, -0.0004745471373536793, -0.0018819533848217383]","[-0.014197629799353802, 0.1961351179715494, 0.02483694319484782]","[7.628342842642272e-05, -0.0004745471373536758, -0.0018819533848217392]",0,0.0014236839687834636,0.0019423600823907647,0.0019423600823907647,0.0005248784907450519,False,True,True,0.6,0.01,"[7.731518702689972e-05, -0.00041064812204636325, -0.0013609799868792433]","[7.628342842642223e-05, -0.0004745471373536793, -0.0018819533848217383]",0.0014236839687834636,0.0014236839687834636,0.0019423600823907647,0.0005248784907450519,0.0007873177361175783
21,1644.79416948,0.0003444870001203526,"[1.9218181186875065e-05, -0.00030366702755803667, -0.0007322991042872703, 0.0, 0.0, 0.0, 0.0]","[4.2044280082693935e-05, -0.0003720190714762937, -0.0011921608165010576]","[4.2044280082693935e-05, -0.0003720190714762937, -0.0011921608165010576]","[-0.01413023492743705, 0.19541264501234426, 0.023216635316723758]","[4.2044280082694646e-05, -0.0003720190714762983, -0.0011921608165010589]",0,0.0007929974654776669,0.001249565253770376,0.001249565253770376,0.00046547376624123636,False,True,True,0.6,0.01,"[1.9218181186875065e-05, -0.00030366702755803667, -0.0007322991042872703]","[4.2044280082693935e-05, -0.0003720190714762937, -0.0011921608165010576]",0.0007929974654776669,0.0007929974654776669,0.001249565253770376,0.00046547376624123636,0.0006982106493618543
22,1656.148613613,0.00033854499997687526,"[1.9218181186875065e-05, -0.00030366702755803667, -0.0007322991042872703, 0.0, 0.0, 0.0, 0.0]","[2.8348620745202615e-05, -0.00033100784512533947, -0.0009162437891727852]","[2.8348620745202615e-05, -0.00033100784512533947, -0.0009162437891727852]","[-0.014090887100880922, 0.1947210300576011, 0.02181659147625658]","[2.8348620745202724e-05, -0.00033100784512535286, -0.0009162437891727868]",0,0.0007929974654776669,0.00097461403592929,0.00097461403592929,0.00018618950649649458,False,True,True,0.6,0.01,"[1.9218181186875065e-05, -0.00030366702755803667, -0.0007322991042872703]","[2.8348620745202615e-05, -0.00033100784512533947, -0.0009162437891727852]",0.0007929974654776669,0.0007929974654776669,0.00097461403592929,0.00018618950649649458,0.0002792842597447418
23,1667.444610365,0.0002793240000755759,"[1.9218181186875065e-05, -0.0002501764803138739, -0.0007322991042872703, 0.0, 0.0, 0.0, 0.0]","[2.2870357010206086e-05, -0.0002825090262384601, -0.0008058769782414762]","[2.2870357010206086e-05, -0.0002825090262384601, -0.0008058769782414762]","[-0.014045300186296511, 0.1940640732499778, 0.020506540680137623]","[2.2870357010205608e-05, -0.00028250902623846996, -0.0008058769782414744]",0,0.0007740927515035315,0.0008542669999453273,0.0008542669999453273,8.045144777958323e-05,False,True,True,0.6,0.01,"[1.9218181186875065e-05, -0.0002501764803138739, -0.0007322991042872703]","[2.2870357010206086e-05, -0.0002825090262384601, -0.0008058769782414762]",0.0007740927515035315,0.0007740927515035315,0.0008542669999453273,8.045144777958323e-05,0.0001206771716693751
24,1678.804030683,0.00034413599996696576,"[0.0001354121928669261, -8.970483858138523e-05, -0.00031317851589262105, 0.0, 0.0, 0.0, 0.996078431372549]","[9.039545852423809e-05, -0.00016682651364421518, -0.0005102579008321631]","[9.039545852423809e-05, -0.00016682651364421518, -0.0005102579008321631]","[-0.013930135970931509, 0.19352164369022695, 0.02]","[9.039545852423773e-05, -0.0001668265136442193, 1.0419343093176492e-07]",0,0.9960784938496567,0.000544394663767139,0.000544394663767139,0.00021636668667686588,False,True,True,0.6,0.01,"[0.0001354121928669261, -8.970483858138523e-05, -0.00031317851589262105]","[9.039545852423809e-05, -0.00016682651364421518, -0.0005102579008321631]",0.00035279484528355384,0.00035279484528355384,0.000544394663767139,0.00021636668667686588,0.0003245500300152989
25,1691.605643681,0.00047503099995083176,"[1.9218181186875065e-05, 1.727625590694135e-05, -3.3764790296189964e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[4.7689092121820274e-05, -5.636485191352126e-05, -0.0002243620345105792]","[4.7689092121820274e-05, -5.636485191352126e-05, -0.0002243620345105792]","[-0.013804911208916405, 0.1932174833339818, 0.02]","[4.768909212182065e-05, -5.6364851913515146e-05, 0.00044097880202592296]",0,0.9960784322800421,0.00023619815530262505,0.00023619815530262505,0.0002063029690348884,False,True,True,0.6,0.01,"[1.9218181186875065e-05, 1.727625590694135e-05, -3.3764790296189964e-05]","[4.7689092121820274e-05, -5.636485191352126e-05, -0.0002243620345105792]",4.251903773651714e-05,4.251903773651714e-05,0.00023619815530262505,0.0002063029690348884,0.0003094544535523326
26,1704.528039823,0.00043590800009951636,"[1.9218181186875065e-05, 1.727625590694135e-05, -3.3764790296189964e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[3.060654556085315e-05, -1.2180187221243695e-05, -0.00011000368798194566]","[3.060654556085315e-05, -1.2180187221243695e-05, -0.00011000368798194566]","[-0.01378279902445375, 0.19295195184362351, 0.02]","[3.060654556085243e-05, -1.2180187221239036e-05, 0.00047792109260946444]",0,0.9960784322800421,0.00011483000026797172,0.00011483000026797172,8.252118761395536e-05,False,True,True,0.6,0.01,"[1.9218181186875065e-05, 1.727625590694135e-05, -3.3764790296189964e-05]","[3.060654556085315e-05, -1.2180187221243695e-05, -0.00011000368798194566]",4.251903773651714e-05,4.251903773651714e-05,0.00011483000026797172,8.252118761395536e-05,0.00012378178142093303
27,1717.517784284,0.0003760559998227109,"[1.9218181186875065e-05, 1.727625590694135e-05, -3.3764790296189964e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[2.37735269364663e-05, 5.493678655667332e-06, -6.426034937049225e-05]","[2.37735269364663e-05, 5.493678655667332e-06, -6.426034937049225e-05]","[-0.013759345905651256, 0.19269170684535655, 0.02]","[2.3773526936466186e-05, 5.4936786556547546e-06, 0.0004820912592994747]",0,0.9960784322800421,6.873684302750852e-05,6.873684302750852e-05,3.300847504558215e-05,False,True,True,0.6,0.01,"[1.9218181186875065e-05, 1.727625590694135e-05, -3.3764790296189964e-05]","[2.37735269364663e-05, 5.493678655667332e-06, -6.426034937049225e-05]",4.251903773651714e-05,4.251903773651714e-05,6.873684302750852e-05,3.300847504558215e-05,4.9512712568373206e-05
28,1730.450939195,0.0002495090000138589,"[1.9218181186875065e-05, 1.727625590694135e-05, -3.3764790296189964e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[2.104031948671156e-05, 1.2563225006431743e-05, -4.596301392591088e-05]","[2.104031948671156e-05, 1.2563225006431743e-05, -4.596301392591088e-05]","[-0.013730989397583946, 0.19243514609124807, 0.02]","[2.104031948671134e-05, 1.2563225006423373e-05, 0.000481866541349147]",0,0.9960784322800421,5.2087698315615786e-05,5.2087698315615786e-05,1.3203390018232861e-05,False,True,True,0.6,0.01,"[1.9218181186875065e-05, 1.727625590694135e-05, -3.3764790296189964e-05]","[2.104031948671156e-05, 1.2563225006431743e-05, -4.596301392591088e-05]",4.251903773651714e-05,4.251903773651714e-05,5.2087698315615786e-05,1.3203390018232861e-05,1.9805085027349288e-05
29,1743.474362097,0.0003686820000439184,"[1.9218181186875065e-05, 1.727625590694135e-05, -3.3764790296189964e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[1.9947036506809664e-05, 1.5391043546737507e-05, -3.864407974807833e-05]","[1.9947036506809664e-05, 1.5391043546737507e-05, -3.864407974807833e-05]","[-0.013702849626062885, 0.19218473941587508, 0.02]","[1.9947036506809054e-05, 1.539104354672527e-05, 0.00048017143669351614]",0,0.9960784322800421,4.61316961148992e-05,4.61316961148992e-05,5.2813560072931455e-06,False,True,True,0.6,0.01,"[1.9218181186875065e-05, 1.727625590694135e-05, -3.3764790296189964e-05]","[1.9947036506809664e-05, 1.5391043546737507e-05, -3.864407974807833e-05]",4.251903773651714e-05,4.251903773651714e-05,4.61316961148992e-05,5.2813560072931455e-06,7.922034010939716e-06
