step_index,timestamp_perf_counter,execution_time_s,raw_action,applied_delta,executed_delta,target_position,actual_move,retries,raw_action_norm,applied_delta_norm,executed_action_norm,action_delta_norm,done,success,use_action_smoothing,smooth_alpha,max_action_abs,clipped_delta,smoothed_delta,raw_delta_norm,clipped_delta_norm,smoothed_delta_norm,smoothing_delta_norm,step_delta_norm
20,2421.787726127,0.00046480899982270785,"[-0.00032936385385327893, -0.0007315914055113412, -0.0024786348892649746, 0.0, 0.0, 0.0, 0.0]","[-0.0003464206411726089, -0.00079892533665658, -0.003102824309436819]","[-0.0003464206411726089, -0.00079892533665658, -0.003102824309436819]","[0.0632122147340305, 0.19541847642923815, 0.033489662257766915]","[-0.00034642064117261506, -0.0007989253366565696, -0.0031028243094368205]",0,0.002605251897058082,0.003222701917555259,0.003222701917555259,0.0006280423747897846,False,True,True,0.6,0.015,"[-0.00032936385385327893, -0.0007315914055113412, -0.0024786348892649746]","[-0.0003464206411726089, -0.00079892533665658, -0.003102824309436819]",0.002605251897058082,0.002605251897058082,0.003222701917555259,0.0006280423747897846,0.0009420635621846767
21,2432.888642039,0.0002876879998439108,"[-0.0002712668480132534, -0.0006781008582671783, -0.0024786348892649746, 0.0, 0.0, 0.0, 0.0]","[-0.0003013283652769956, -0.000726430649622939, -0.0027283106573337125]","[-0.0003013283652769956, -0.000726430649622939, -0.0027283106573337125]","[0.06291412588378649, 0.19462064306247157, 0.03071846023964713]","[-0.0003013283652769927, -0.0007264306496229389, -0.002728310657333713]",0,0.0025839963992032424,0.00283939770292096,0.00283939770292096,0.0002560809495323771,False,True,True,0.6,0.015,"[-0.0002712668480132534, -0.0006781008582671783, -0.0024786348892649746]","[-0.0003013283652769956, -0.000726430649622939, -0.0027283106573337125]",0.0025839963992032424,0.0025839963992032424,0.00283939770292096,0.0002560809495323771,0.0003841214242985654
22,2444.217869562,0.0003289050000603311,"[-0.0002712668480132534, -0.0006781008582671783, -0.0024786348892649746, 0.0, 0.0, 0.0, 0.0]","[-0.0002832914549187503, -0.0006974327748094826, -0.00257850519649247]","[-0.0002832914549187503, -0.0006974327748094826, -0.00257850519649247]","[0.06292271804024649, 0.19457859244393805, 0.029754935353358117]","[-0.0002832914549187465, -0.0006974327748094922, -0.00257850519649247]",0,0.0025839963992032424,0.002686141390944845,0.002686141390944845,0.000102432379812951,False,True,True,0.6,0.015,"[-0.0002712668480132534, -0.0006781008582671783, -0.0024786348892649746]","[-0.0002832914549187503, -0.0006974327748094826, -0.00257850519649247]",0.0025839963992032424,0.0025839963992032424,0.002686141390944845,0.000102432379812951,0.00015364856971942606
23,2456.143193786,0.00034668799980863696,"[-0.0002712668480132534, -0.0006781008582671783, -0.0024786348892649746, 0.0, 0.0, 0.0, 0.0]","[-0.0002760766907754522, -0.0006858336248841, -0.002518583012155973]","[-0.0002760766907754522, -0.0006858336248841, -0.002518583012155973]","[0.06313836958729775, 0.19521303756636402, 0.03084655460083224]","[-0.00027607669077545083, -0.0006858336248841135, -0.002518583012155972]",0,0.0025839963992032424,0.0026248517080650177,0.0026248517080650177,4.0972951925180574e-05,False,True,True,0.6,0.015,"[-0.0002712668480132534, -0.0006781008582671783, -0.0024786348892649746]","[-0.0002760766907754522, -0.0006858336248841, -0.002518583012155973]",0.0025839963992032424,0.0025839963992032424,0.0026248517080650177,4.0972951925180574e-05,6.145942788777043e-05
24,2468.286604184,0.00027636699996946845,"[-0.0002131698421732279, -0.00046413866929052687, -0.0017801005752738925, 0.0, 0.0, 0.0, 0.0]","[-0.0002383325816141176, -0.0005528166515279562, -0.002075493550026725]","[-0.0002383325816141176, -0.0005528166515279562, -0.002075493550026725]","[0.06347414531769957, 0.1962638880919294, 0.03311568571636425]","[-0.00023833258161411186, -0.0005528166515279542, -0.0020754935500267233]",0,0.0018519244433921657,0.002161037284701023,0.002161037284701023,0.0003094413636267774,False,True,True,0.6,0.015,"[-0.0002131698421732279, -0.00046413866929052687, -0.0017801005752738925]","[-0.0002383325816141176, -0.0005528166515279562, -0.002075493550026725]",0.0018519244433921657,0.0018519244433921657,0.002161037284701023,0.0003094413636267774,0.00046416204544016525
25,2480.035958032,0.00033388400015610387,"[-0.0002131698421732279, -0.00046413866929052687, -0.0017801005752738925, 0.0, 0.0, 0.0, 0.0]","[-0.00022323493794958378, -0.0004996098621854986, -0.0018982577651750255]","[-0.00022323493794958378, -0.0004996098621854986, -0.0018982577651750255]","[0.06373909318270818, 0.19708073089322928, 0.03478995398991153]","[-0.00022323493794958182, -0.0004996098621855016, -0.001898257765175028]",0,0.0018519244433921657,0.001975557236569381,0.001975557236569381,0.000123776545450711,False,True,True,0.6,0.015,"[-0.0002131698421732279, -0.00046413866929052687, -0.0017801005752738925]","[-0.00022323493794958378, -0.0004996098621854986, -0.0018982577651750255]",0.0018519244433921657,0.0018519244433921657,0.001975557236569381,0.000123776545450711,0.00018566481817606638
26,2491.57673165,0.00030718500011062133,"[-0.0002131698421732279, -0.00046413866929052687, -0.0017801005752738925, 0.0, 0.0, 0.0, 0.0]","[-0.00021719588048377025, -0.00047832714644851555, -0.0018273634512343457]","[-0.00021719588048377025, -0.00047832714644851555, -0.0018273634512343457]","[0.06395175984409064, 0.1977287938106352, 0.036001085660056]","[-0.00021719588048377259, -0.0004783271464485206, -0.001827363451234347]",0,0.0018519244433921657,0.0019013753160372622,0.0019013753160372622,4.951061818028439e-05,False,True,True,0.6,0.015,"[-0.0002131698421732279, -0.00046413866929052687, -0.0017801005752738925]","[-0.00021719588048377025, -0.00047832714644851555, -0.0018273634512343457]",0.0018519244433921657,0.0018519244433921657,0.0019013753160372622,4.951061818028439e-05,7.42659272704266e-05
27,2503.019365653,0.0003108519999841519,"[-0.0002131698421732279, -0.00046413866929052687, -0.0017801005752738925, 0.0, 0.0, 0.0, 0.0]","[-0.00021478025749744483, -0.0004698140601537223, -0.0017990057256580738]","[-0.00021478025749744483, -0.0004698140601537223, -0.0017990057256580738]","[0.06414029091665975, 0.1983003120717573, 0.03699005871921003]","[-0.00021478025749745167, -0.0004698140601537282, -0.0017990057256580747]",0,0.0018519244433921657,0.0018717044133835148,0.0018717044133835148,1.9804247272113754e-05,False,True,True,0.6,0.015,"[-0.0002131698421732279, -0.00046413866929052687, -0.0017801005752738925]","[-0.00021478025749744483, -0.0004698140601537223, -0.0017990057256580738]",0.0018519244433921657,0.0018519244433921657,0.0018717044133835148,1.9804247272113754e-05,2.9706370908170646e-05
28,2514.391189499,0.0002846419997695193,"[-0.0002131698421732279, -0.00046413866929052687, -0.0017801005752738925, 0.0, 0.0, 0.0, 0.0]","[-0.00021381400830291467, -0.00046640882563580503, -0.001787662635427565]","[-0.00021381400830291467, -0.00046640882563580503, -0.001787662635427565]","[0.06431653658164141, 0.19883250321353926, 0.03785811627444085]","[-0.00021381400830292052, -0.0004664088256358112, -0.001787662635427567]",0,0.0018519244433921657,0.001859836369383435,0.001859836369383435,7.921698908845412e-06,False,True,True,0.6,0.015,"[-0.0002131698421732279, -0.00046413866929052687, -0.0017801005752738925]","[-0.00021381400830291467, -0.00046640882563580503, -0.001787662635427565]",0.0018519244433921657,0.0018519244433921657,0.001859836369383435,7.921698908845412e-06,1.188254836326834e-05
29,2525.767028509,0.00026181000021097134,"[-0.00015507283633320237, -0.00030366702755803667, -0.001291126555480136, 0.0, 0.0, 0.0, 0.0]","[-0.0001785693051210873, -0.000368763746789144, -0.0014897409874591076]","[-0.0001785693051210873, -0.000368763746789144, -0.0014897409874591076]","[0.06451628290363627, 0.1994249872784434, 0.03892165816319029]","[-0.0001785693051210846, -0.00036876374678915247, -0.0014897409874591108]",0,0.001335390965395662,0.0015450572505227864,0.0015450572505227864,0.00021032679213662538,False,True,True,0.6,0.015,"[-0.00015507283633320237, -0.00030366702755803667, -0.001291126555480136]","[-0.0001785693051210873, -0.000368763746789144, -0.0014897409874591076]",0.001335390965395662,0.001335390965395662,0.0015450572505227864,0.00021032679213662538,0.00031549018820493794
30,2537.187243172,0.0003221730003133416,"[-0.00015507283633320237, -0.0003571575748022003, -0.001291126555480136, 0.0, 0.0, 0.0, 0.0]","[-0.00016447142384835633, -0.0003618000435969778, -0.0013705723282717245]","[-0.00016447142384835633, -0.0003618000435969778, -0.0013705723282717245]","[0.06469481358170905, 0.1999255662978575, 0.0397761220543881]","[-0.00016447142384835856, -0.0003618000435969826, -0.0013705723282717228]",0,0.0013485610479592736,0.0014270314039409422,0.0014270314039409422,8.01343670234139e-05,False,True,True,0.6,0.015,"[-0.00015507283633320237, -0.0003571575748022003, -0.001291126555480136]","[-0.00016447142384835633, -0.0003618000435969778, -0.0013705723282717245]",0.0013485610479592736,0.0013485610479592736,0.0014270314039409422,8.01343670234139e-05,0.00012020155053512107
31,2548.487611713,0.0004410049996295129,"[-0.00015507283633320237, -0.00030366702755803667, -0.001291126555480136, 0.0, 0.0, 0.0, 0.0]","[-0.00015883227133926396, -0.00032692023397361313, -0.0013229048645967713]","[-0.00015883227133926396, -0.00032692023397361313, -0.0013229048645967713]","[0.0648280995931105, 0.2, 0.04041972075483088]","[-0.00015883227133926814, -0.0006696291302128454, -0.001322904864596769]",0,0.001335390965395662,0.0013719263138280981,0.0013719263138280981,3.955636346383018e-05,False,True,True,0.6,0.015,"[-0.00015507283633320237, -0.00030366702755803667, -0.001291126555480136]","[-0.00015883227133926396, -0.00032692023397361313, -0.0013229048645967713]",0.001335390965395662,0.001335390965395662,0.0013719263138280981,3.955636346383018e-05,5.933454519574535e-05
32,2559.907623394,0.0002248710002277221,"[-0.00015507283633320237, -0.00030366702755803667, -0.001291126555480136, 0.0, 0.0, 0.0, 0.0]","[-0.000156576610335627, -0.00031296831012426725, -0.00130383787912679]","[-0.000156576610335627, -0.00031296831012426725, -0.00130383787912679]","[0.06472566627149112, 0.2, 0.04019425972763515]","[-0.00015657661033562087, -0.000377036630759664, -0.0013038378791267874]",0,0.001335390965395662,0.0013499846714285612,0.0013499846714285612,1.5822545385532002e-05,False,True,True,0.6,0.015,"[-0.00015507283633320237, -0.00030366702755803667, -0.001291126555480136]","[-0.000156576610335627, -0.00031296831012426725, -0.00130383787912679]",0.001335390965395662,0.001335390965395662,0.0013499846714285612,1.5822545385532002e-05,2.373381807829818e-05
33,2571.38483484,0.00032905499983826303,"[-0.00015507283633320237, -0.0003571575748022003, -0.001291126555480136, 0.0, 0.0, 0.0, 0.0]","[-0.00015567434593417222, -0.00033948186893102705, -0.0012962110849387976]","[-0.00015567434593417222, -0.00033948186893102705, -0.0012962110849387976]","[0.06474401142336227, 0.2, 0.04019858524839477]","[-0.00015567434593417862, -0.00042185914464237806, -0.0012962110849387976]",0,0.0013485610479592736,0.001348942407233589,0.001348942407233589,1.8402305063776243e-05,False,True,True,0.6,0.015,"[-0.00015507283633320237, -0.0003571575748022003, -0.001291126555480136]","[-0.00015567434593417222, -0.00033948186893102705, -0.0012962110849387976]",0.0013485610479592736,0.0013485610479592736,0.001348942407233589,1.8402305063776243e-05,2.7603457595664312e-05
34,2582.848640339,0.00022389899959307513,"[-0.00015507283633320237, -0.00030366702755803667, -0.001291126555480136, 0.0, 0.0, 0.0, 0.0]","[-0.0001553134401735903, -0.0003179929641072328, -0.0012931603672636006]","[-0.0001553134401735903, -0.0003179929641072328, -0.0012931603672636006]","[0.06474889643520974, 0.2, 0.040216183697354864]","[-0.00015531344017359616, -0.00043552665392029843, -0.001293160367263603]",0,0.001335390965395662,0.0013407108283972312,0.0013407108283972312,1.4471583831431968e-05,False,True,True,0.6,0.015,"[-0.00015507283633320237, -0.00030366702755803667, -0.001291126555480136]","[-0.0001553134401735903, -0.0003179929641072328, -0.0012931603672636006]",0.001335390965395662,0.001335390965395662,0.0013407108283972312,1.4471583831431968e-05,2.1707375747147962e-05
